CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB) [Mobile],Activity
400,0,54,77,82,34.6,18.2,56.39,No Cooking
400,0,53,76,81,34.5,18.2,54.56,No Cooking
400,0,54,78,82,34.6,18.2,52.39,No Cooking
400,0,54,78,81,34.6,18.2,53.28,No Cooking
401,0,54,76,80,34.6,18.2,56.77,No Cooking
401,0,55,77,81,34.6,18.2,53.3,No Cooking
402,0,55,76,81,34.5,18.2,52,No Cooking
403,0,55,76,81,34.5,18.2,50.65,No Cooking
404,0,54,76,80,34.5,18.2,52.78,No Cooking
405,0,55,77,82,34.5,18.2,53.34,No Cooking
405,0,54,76,81,34.5,18.2,52.33,No Cooking
406,0,54,77,82,34.5,18.2,53.75,No Cooking
406,0,55,78,83,34.5,18.2,50.49,No Cooking
406,0,55,78,83,34.5,18.2,52.34,No Cooking
407,0,56,78,83,34.5,18.2,56.75,No Cooking
407,0,57,79,84,34.5,18.2,53.55,No Cooking
407,0,56,79,83,34.5,18.2,55.9,No Cooking
408,0,56,79,83,34.5,18.2,56.79,No Cooking
408,0,57,80,84,34.5,18.2,53.4,No Cooking
407,0,56,78,83,34.5,18.2,50.18,No Cooking
407,0,57,78,82,34.5,18.2,53.81,No Cooking
407,0,58,79,83,34.5,18.2,55.37,No Cooking
406,0,57,78,81,34.5,18.2,56.76,No Cooking
405,0,57,79,81,34.5,18.2,51.62,No Cooking
405,0,58,79,82,34.5,18.2,50.39,No Cooking
405,0,58,80,83,34.5,18.2,53.6,No Cooking
405,0,58,80,84,34.5,18.2,51.26,No Cooking
405,0,58,80,84,34.5,18.2,52.36,No Cooking
404,0,58,80,85,34.5,18.2,53.75,No Cooking
404,0,58,80,84,34.5,18.2,56.28,No Cooking
404,0,57,80,84,34.5,18.2,53.16,No Cooking
404,0,58,81,85,34.5,18.2,54.84,No Cooking
404,0,58,81,85,34.5,18.2,52.49,No Cooking
403,0,57,80,84,34.5,18.2,53.65,No Cooking
404,0,57,79,84,34.5,18.2,53.77,No Cooking
404,0,57,80,85,34.5,18.2,55.28,No Cooking
404,0,56,80,85,34.5,18.2,54.66,No Cooking
404,0,56,80,85,34.5,18.2,51.53,No Cooking
404,0,56,79,84,34.4,18.2,52.99,No Cooking
404,0,56,79,83,34.4,18.2,55.2,No Cooking
404,0,55,78,82,34.4,18.2,55.94,No Cooking
404,0,55,78,81,34.5,18.2,51.14,No Cooking
404,0,55,77,81,34.4,18.2,54.12,No Cooking
404,0,55,76,80,34.5,18.2,55,No Cooking
404,0,55,76,80,34.5,18.2,54.89,No Cooking
404,0,54,75,79,34.5,18.2,51.14,No Cooking
404,0,54,74,78,34.5,18.2,54.26,No Cooking
404,0,54,74,78,34.4,18.2,52.18,No Cooking
404,0,54,74,78,34.5,18.2,50.14,No Cooking
403,0,54,74,78,34.5,18.2,52.31,No Cooking
403,0,54,74,78,34.5,18.2,52.56,No Cooking
403,0,54,74,78,34.5,18.2,56.31,No Cooking
403,0,55,75,78,34.5,18.2,52.53,No Cooking
403,0,55,75,78,34.5,18.2,51.13,No Cooking
403,0,55,75,78,34.5,18.2,52.31,No Cooking
402,0,55,76,79,34.5,18.2,51.26,No Cooking
402,0,55,76,79,34.5,18.2,50.66,No Cooking
403,0,55,76,79,34.5,18.2,52.26,No Cooking
403,0,55,76,80,34.5,18.2,53.59,No Cooking
403,0,55,76,80,34.5,18.2,54.34,No Cooking
403,0,55,75,80,34.5,18.2,54.9,No Cooking
403,0,55,75,80,34.5,18.2,53.21,No Cooking
403,0,55,75,80,34.5,18.2,54.11,No Cooking
403,0,55,75,79,34.5,18.2,56.58,No Cooking
403,0,55,75,79,34.5,18.2,55.2,No Cooking
403,0,55,75,78,34.5,18.2,55.66,No Cooking
403,0,55,75,78,34.5,18.2,50.44,No Cooking
402,0,55,75,78,34.5,18.2,56.23,No Cooking
402,0,56,75,78,34.5,18.2,55.84,No Cooking
403,0,56,75,78,34.5,18.2,50.9,No Cooking
402,0,56,75,79,34.5,18.2,50.36,No Cooking
402,0,56,75,80,34.5,18.2,52.06,No Cooking
402,0,56,76,80,34.5,18.2,53.82,No Cooking
401,0,55,76,81,34.6,18.2,56.74,No Cooking
401,0,55,77,81,34.5,18.2,53.47,No Cooking
401,0,55,77,81,34.5,18.2,56.41,No Cooking
400,0,55,77,82,34.5,18.2,56.32,No Cooking
400,0,54,76,81,34.6,18.2,50.02,No Cooking
400,0,55,76,82,34.5,18.2,53.25,No Cooking
400,0,54,75,80,34.5,18.2,52.36,No Cooking
400,0,54,74,80,34.6,18.2,54.17,No Cooking
400,0,53,73,80,34.6,18.2,55.1,No Cooking
400,0,53,73,79,34.5,18.2,55.09,No Cooking
400,0,53,73,79,34.6,18.2,50.97,No Cooking
400,0,54,75,81,34.6,18.2,55.17,No Cooking
400,0,53,74,80,34.5,18.2,53.41,No Cooking
401,0,54,75,81,34.5,18.2,50.4,No Cooking
401,0,53,75,80,34.6,18.2,53.33,No Cooking
401,0,54,76,81,34.6,18.2,55.6,No Cooking
401,0,54,76,81,34.6,18.2,50.54,No Cooking
402,0,53,75,80,34.6,18.2,52.72,No Cooking
402,0,54,75,80,34.5,18.2,54.92,No Cooking
402,0,54,75,80,34.5,18.2,50.06,No Cooking
402,0,54,75,80,34.5,18.2,51.9,No Cooking
402,0,54,75,79,34.5,18.2,53.8,No Cooking
403,0,54,75,79,34.6,18.2,52.64,No Cooking
402,0,54,74,79,34.5,18.2,53.58,No Cooking
402,0,55,75,80,34.6,18.2,55.61,No Cooking
403,0,54,74,80,34.6,18.2,50.85,No Cooking
403,0,54,74,80,34.6,18.2,53.89,No Cooking
403,0,54,73,80,34.6,18.2,56.72,No Cooking
403,0,54,73,80,34.6,18.2,56.34,No Cooking
403,0,54,72,80,34.6,18.2,54.51,No Cooking
403,0,54,72,79,34.6,18.2,56.12,No Cooking
403,0,54,72,79,34.6,18.2,54.1,No Cooking
403,0,54,72,78,34.6,18.2,51.78,No Cooking
404,0,54,74,78,34.6,18.2,51.8,No Cooking
404,0,54,76,80,34.6,18.2,52.99,No Cooking
404,0,54,76,80,34.6,18.2,50.31,No Cooking
404,0,53,76,80,34.6,18.2,51.6,No Cooking
404,0,53,76,80,34.6,18.2,55.04,No Cooking
404,0,53,75,80,34.5,18.2,53.16,No Cooking
405,0,53,74,79,34.6,18.2,51.72,No Cooking
405,0,53,74,79,34.5,18.2,56.14,No Cooking
405,0,54,74,80,34.5,18.2,50.64,No Cooking
406,0,54,74,80,34.6,18.2,53.35,No Cooking
406,0,55,75,80,34.6,18.2,52.95,No Cooking
406,0,56,76,81,34.5,18.2,50.34,No Cooking
406,0,56,76,81,34.5,18.2,56.2,No Cooking
406,0,56,76,82,34.5,18.2,54.03,No Cooking
406,0,56,76,82,34.5,18.2,52.7,No Cooking
406,0,57,77,82,34.5,18.2,51.85,No Cooking
406,0,57,77,82,34.5,18.2,54,No Cooking
407,0,56,76,80,34.5,18.2,53.54,No Cooking
407,0,55,76,80,34.5,18.2,54.23,No Cooking
407,0,56,78,82,34.5,18.2,52.56,No Cooking
407,0,56,78,82,34.5,18.2,53.61,No Cooking
407,0,55,78,81,34.6,18.2,50.21,No Cooking
407,0,56,79,83,34.5,18.2,50.1,No Cooking
407,0,56,79,83,34.5,18.2,56.49,No Cooking
407,0,55,77,81,34.5,18.2,51.67,No Cooking
406,0,54,77,81,34.6,18.2,54.17,No Cooking
406,0,55,77,81,34.6,18.2,56.98,No Cooking
407,0,55,76,81,34.5,18.2,55.84,No Cooking
407,0,54,75,80,34.5,18.2,54.22,No Cooking
407,0,53,75,80,34.5,18.2,54.08,No Cooking
407,0,54,75,80,34.5,18.2,55.23,No Cooking
407,0,54,76,80,34.6,18.2,55.03,No Cooking
407,0,55,77,81,34.6,18.2,53.38,No Cooking
407,0,55,78,81,34.6,18.2,55.41,No Cooking
406,0,54,77,80,34.6,18.2,52.54,No Cooking
406,0,56,78,81,34.5,18.2,50.18,No Cooking
406,0,56,78,81,34.5,18.2,50.77,No Cooking
405,0,55,77,80,34.5,18.2,55.13,No Cooking
406,0,55,77,80,34.5,18.2,53.82,No Cooking
416.35,0,49.27,73.64,80.77,33.6,17.72,62.4,Boiling
416.8,0,49.07,73.15,79.3,33.6,17.76,64.09,Boiling
416.22,0,48.24,71.26,80.97,33.6,17.72,67.27,Boiling
417.55,0,48.95,72.28,80.54,33.6,17.72,66.48,Boiling
417.45,0,48.52,72.23,79.03,33.6,17.78,59.14,Boiling
415.45,0,49.91,71.51,79.47,33.6,17.72,61.72,Boiling
416.51,0,48.17,71.49,79.97,33.6,17.72,66.05,Boiling
415.15,0,48.23,73.6,81.37,33.6,17.77,60.08,Boiling
415.59,0,48.61,72.71,80.39,33.6,17.7,67.45,Boiling
417.33,0,49.07,73.61,80.28,33.6,17.77,66.48,Boiling
416.51,0,49.17,72.75,80.55,33.6,17.73,64.01,Boiling
416.11,0,49.62,71.46,80.7,33.6,17.75,63.75,Boiling
417.01,0,48.45,71.39,80.59,33.6,17.79,62.78,Boiling
415.52,0,48.26,73.58,79.41,33.6,17.78,59.68,Boiling
416.34,0,49.35,72.55,80.97,33.6,17.71,63.04,Boiling
416.51,0,49.35,73.93,79.28,33.6,17.79,64.48,Boiling
417.21,0,49.36,73.46,81.25,33.6,17.78,65.08,Boiling
417.11,0,48.73,71.14,81.34,33.6,17.79,59.56,Boiling
417.11,0,49.42,73.66,79.01,33.6,17.75,65.26,Boiling
417.17,0,48.87,73.38,79.33,33.6,17.73,63.68,Boiling
415.85,0,48.41,71.42,79.25,33.6,17.8,64.44,Boiling
416.19,0,49.21,72.36,80.74,33.6,17.79,62.65,Boiling
415.02,0,49.48,73.17,79.25,33.6,17.71,64.46,Boiling
415.3,0,49.92,72.28,79.4,33.6,17.77,63.41,Boiling
417.87,0,48.48,73.79,82,33.6,17.79,59.9,Boiling
415.62,0,49.83,71.42,82,33.6,17.72,63.42,Boiling
417.58,0,48.36,71.09,79.61,33.6,17.79,65.88,Boiling
417.87,0,48.37,71.84,79.86,33.6,17.74,59.62,Boiling
415.56,0,49.05,73.73,81.47,33.6,17.71,61.48,Boiling
416.61,0,48.96,72.41,81.84,33.6,17.76,66.39,Boiling
416.25,0,48.03,71.29,81.66,33.6,17.78,59.24,Boiling
416.86,0,49.42,71.05,80.39,33.6,17.76,61.81,Boiling
415.11,0,48.54,73.43,79.84,33.6,17.72,66.14,Boiling
416.09,0,48.48,73.88,80.16,33.6,17.8,66.86,Boiling
416.98,0,49.07,72.1,80.74,33.6,17.74,65.06,Boiling
417.11,0,49.37,72.73,80.2,33.6,17.8,59.42,Boiling
417.9,0,48.78,72.3,80.8,33.6,17.78,64.67,Boiling
417.95,0,48.31,73.59,81.2,33.6,17.73,66.9,Boiling
416.83,0,49.06,71.82,81.78,33.6,17.78,62.26,Boiling
416.51,0,48.71,72.83,80.62,33.6,17.8,60.07,Boiling
416.9,0,49.79,71.19,80.66,33.6,17.77,60.75,Boiling
417.57,0,49.34,72.54,79.55,33.6,17.74,66.4,Boiling
417.54,0,49.86,73.23,81.26,33.6,17.73,62.89,Boiling
415.71,0,49.76,71.16,79.79,33.6,17.8,65.63,Boiling
417.16,0,48.35,73.58,79.27,33.6,17.73,61.67,Boiling
416.6,0,49.52,73.25,81.99,33.6,17.79,59.98,Boiling
415.65,0,49.22,72.06,81.69,33.6,17.74,62.54,Boiling
417.96,0,49.83,73.31,79.48,33.6,17.79,62.93,Boiling
416.52,0,48.25,72.87,80.44,33.6,17.72,63.66,Boiling
416.65,0,49.25,72.88,81.61,33.6,17.8,67.19,Boiling
417.41,0,49,73.6,81.75,33.6,17.76,59.07,Boiling
415.49,0,49.86,71.38,79.38,33.6,17.75,62.47,Boiling
417.16,0,49.41,71.93,81.76,33.6,17.78,65.41,Boiling
416.17,0,49.76,71.33,81.98,33.6,17.79,63.08,Boiling
416.88,0,49.08,71.27,79.21,33.6,17.78,66.28,Boiling
417.42,0,49.88,73.07,81.02,33.6,17.74,67.65,Boiling
415.1,0,49.14,72.7,79.97,33.6,17.76,62.67,Boiling
415.73,0,48.41,73.99,81.4,33.6,17.73,62.71,Boiling
417.55,0,49.99,72.41,79.39,33.6,17.76,66.85,Boiling
417.96,0,49.92,73.19,80.61,33.6,17.71,67.67,Boiling
417.84,0,49.68,72.93,80.68,33.6,17.77,67.94,Boiling
415.2,0,49.57,73.43,80.44,33.6,17.73,62.82,Boiling
416.34,0,48.71,71.17,81.98,33.6,17.71,63.01,Boiling
417.54,0,48.67,72.16,81.53,33.6,17.77,63.99,Boiling
417.27,0,48.21,73.71,79.35,33.6,17.73,65.91,Boiling
415.1,0,48.62,72.85,81.06,33.6,17.7,64.24,Boiling
417.28,0,48.49,73.44,80.43,33.6,17.77,63.18,Boiling
416.79,0,49.88,73.13,81,33.6,17.76,60.93,Boiling
416.82,0,48.05,71.36,81.44,33.6,17.78,66.86,Boiling
415.59,0,48.81,72,81.26,33.6,17.72,60.27,Boiling
416.23,0,49.42,73.9,81.88,33.6,17.73,62.45,Boiling
415.66,0,48.03,72.43,81.21,33.6,17.78,66.67,Boiling
417.16,0,49.38,73.49,81.78,33.6,17.75,63.56,Boiling
417.96,0,48.53,72.26,80.07,33.6,17.72,64.72,Boiling
417.91,0,48.54,71.32,81.05,33.6,17.76,65.58,Boiling
417.76,0,49.36,73.81,79.64,33.6,17.76,67.7,Boiling
416.73,0,49.83,71.12,81.01,33.6,17.74,65.68,Boiling
416.26,0,48.26,73.5,79.98,33.6,17.73,62.57,Boiling
417.02,0,49.83,71.31,79.78,33.6,17.76,62.94,Boiling
417.75,0,48,72.01,81.49,33.6,17.75,59.11,Boiling
415.73,0,48.56,71.8,81.15,33.6,17.75,66.66,Boiling
417.86,0,49.34,73.13,81.13,33.6,17.8,67.82,Boiling
417.09,0,48.96,72.88,80.1,33.6,17.75,67.34,Boiling
415.59,0,49.48,71.16,79.21,33.6,17.76,64.27,Boiling
415.68,0,48.94,73.35,81.48,33.6,17.75,59.1,Boiling
417.95,0,48.72,72.18,79.28,33.6,17.72,64.8,Boiling
415.63,0,49.64,72.8,79.95,33.6,17.79,66.44,Boiling
417.31,0,49.16,72.94,81.53,33.6,17.79,59.51,Boiling
415.72,0,48.16,73.49,80.33,33.6,17.74,59.28,Boiling
416,0,49.34,71.08,80.75,33.6,17.76,59.96,Boiling
415.79,0,49.44,72.63,80.4,33.6,17.77,67.32,Boiling
417.51,0,48.59,73.01,80.89,33.6,17.74,59.07,Boiling
417.51,0,49.6,71.34,81.65,33.6,17.78,66.07,Boiling
417.14,0,49.32,72.99,80.27,33.6,17.7,60.36,Boiling
415.27,0,49.58,71.39,80.51,33.6,17.79,66.16,Boiling
415.16,0,49.88,73.77,80.23,33.6,17.75,63.18,Boiling
415.54,0,49.2,71.97,81.9,33.6,17.74,59.1,Boiling
417.66,0,49.71,73.53,80.32,33.6,17.72,63.37,Boiling
417.85,0,49.35,71.32,79.52,33.6,17.77,65.29,Boiling
417.51,0,48.26,72.24,80.13,33.6,17.76,60.85,Boiling
417.78,0,48.33,71.54,80.24,33.6,17.78,61.88,Boiling
417.45,0,49.06,72.96,79.62,33.6,17.77,65.83,Boiling
415.11,0,48.44,72.22,80.92,33.6,17.71,62.37,Boiling
416.66,0,49.47,73.43,80.46,33.6,17.74,60.41,Boiling
416.13,0,49.35,71.88,79.77,33.6,17.7,63.59,Boiling
415.43,0,49.07,72.91,81.11,33.6,17.7,66.41,Boiling
417.77,0,49.25,72.01,80.39,33.6,17.73,66.52,Boiling
417.08,0,49.08,72.78,81.9,33.6,17.72,64.41,Boiling
416.33,0,49.82,71.7,79.96,33.6,17.72,66.21,Boiling
415.88,0,49.9,72.59,80.48,33.6,17.78,67.53,Boiling
415.16,0,48.12,71.78,81.87,33.6,17.75,60.59,Boiling
415.37,0,48.03,73.54,80.16,33.6,17.73,65.56,Boiling
417.34,0,48.28,73.56,80.87,33.6,17.77,59.97,Boiling
415.14,0,49.16,73.33,81.92,33.6,17.77,65.8,Boiling
417.12,0,48.04,73.57,80.25,33.6,17.74,61.93,Boiling
417.05,0,48.34,71.93,81.07,33.6,17.77,64.66,Boiling
415.79,0,49.09,72.36,79.03,33.6,17.77,64.7,Boiling
415.03,0,49.91,72.6,81.56,33.6,17.75,59.36,Boiling
417.83,0,48.69,73.82,79.8,33.6,17.7,59.63,Boiling
416.77,0,48.36,71.85,80.08,33.6,17.77,67.95,Boiling
415.93,0,48.95,71.36,79.62,33.6,17.72,63.79,Boiling
416.05,0,49.25,72.14,81.74,33.6,17.76,67.18,Boiling
416.59,0,48.18,72.89,80.58,33.6,17.73,64.36,Boiling
417.57,0,49.68,73.66,81.56,33.6,17.77,61.89,Boiling
416.54,0,48.15,71.12,79.29,33.6,17.77,61.79,Boiling
417.55,0,49.99,72.31,80.35,33.6,17.74,59.54,Boiling
415.96,0,49.35,72.96,81.37,33.6,17.73,67.1,Boiling
417.94,0,48.23,72.26,80.66,33.6,17.78,59.75,Boiling
415.29,0,48.05,73.22,82,33.6,17.71,67.08,Boiling
417.61,0,49.96,71.57,80.19,33.6,17.77,64.48,Boiling
417.04,0,48.58,71.49,81.3,33.6,17.74,62.16,Boiling
417.86,0,48.61,72.76,80.54,33.6,17.79,59.79,Boiling
417.44,0,49.09,72.91,80.01,33.6,17.75,62.65,Boiling
417.5,0,48.29,72.24,80.25,33.6,17.8,63.42,Boiling
415.56,0,48.06,73.41,79.31,33.6,17.7,62.25,Boiling
415.86,0,48.89,72.55,81.64,33.6,17.75,66.6,Boiling
415.9,0,49.73,72.01,80.45,33.6,17.74,59.63,Boiling
416.59,0,48.03,73.27,81.37,33.6,17.72,65.41,Boiling
417.69,0,48.13,71.87,79.96,33.6,17.77,65.36,Boiling
415.46,0,49.15,73.98,79.05,33.6,17.79,61.45,Boiling
416.23,0,48.92,71.5,81.62,33.6,17.76,67.95,Boiling
415.26,0,48.97,71.26,80.67,33.6,17.7,67.73,Boiling
416.15,0,48.1,71.28,80.04,33.6,17.73,65.39,Boiling
416.01,0,48.3,73.55,80.4,33.6,17.79,64.15,Boiling
417.9,0,48.81,74,79.35,33.6,17.71,61.61,Boiling
415.95,0,48.95,72.52,79.26,33.6,17.77,61.85,Boiling
417.85,0,48.84,73.24,79.45,33.6,17.72,64.96,Boiling
417.21,0,49.93,72.77,81.14,33.6,17.72,63.31,Boiling
417.56,0,48.67,71.41,79.2,33.6,17.75,65.62,Boiling
417.78,0,48.12,72.9,80,33.6,17.72,66.09,Boiling
416.33,0,48.23,72.84,80.56,33.6,17.77,61.24,Boiling
416.35,0,48.24,71.18,79.13,33.6,17.74,66.07,Boiling
417.56,0,49.92,71.89,79.44,33.6,17.71,62.89,Boiling
415.78,0,49.91,71.15,80.72,33.6,17.76,62.33,Boiling
417.83,0,48.01,71.11,81.16,33.6,17.77,66.35,Boiling
417.71,0,49.6,73.31,79.07,33.6,17.79,67.68,Boiling
416.87,0,49.27,72.34,81.2,33.6,17.78,65.42,Boiling
416.82,0,49.91,72.77,80.09,33.6,17.78,66.8,Boiling
417.69,0,49.76,72.17,79.2,33.6,17.76,65.76,Boiling
417.15,0,48.32,71.63,81.95,33.6,17.71,62.86,Boiling
416.16,0,49.34,73.81,80.13,33.6,17.76,65.85,Boiling
417.17,0,49.61,71.66,79.74,33.6,17.7,63.6,Boiling
417.61,0,49.76,73.33,81.92,33.6,17.72,61.34,Boiling
416.09,0,49.72,71.24,80.66,33.6,17.75,66.51,Boiling
417.52,0,48.98,73.5,81.95,33.6,17.71,60.45,Boiling
415.2,0,49.21,72.14,80,33.6,17.72,59.48,Boiling
417.12,0,48.03,71.63,80.07,33.6,17.71,63.72,Boiling
416.42,0,49.5,73.83,79.96,33.6,17.7,59.2,Boiling
415.45,0,48.01,73.05,81.37,33.6,17.7,61.3,Boiling
415.15,0,48.96,73.13,80,33.6,17.75,59.56,Boiling
415.01,0,49.09,71.87,80.9,33.6,17.78,61.76,Boiling
416.7,0,48.96,71,79.94,33.6,17.73,62.75,Boiling
416.66,0,49.93,72.13,79.96,33.6,17.79,66.18,Boiling
416.64,0,49.86,71.05,80.22,33.6,17.74,65.59,Boiling
416.78,0,48.79,71.79,81.01,33.6,17.76,63.82,Boiling
418,0,48.61,71.06,81.39,33.6,17.74,65.62,Boiling
417.65,0,49.5,71.95,80.17,33.6,17.76,65.27,Boiling
417.01,0,48.28,71.85,80.98,33.6,17.72,65.82,Boiling
415.63,0,49.3,71.61,80.48,33.6,17.79,62.99,Boiling
416.88,0,49.27,72.92,79.86,33.6,17.71,59.86,Boiling
417.8,0,49.49,71.63,79.87,33.6,17.7,61.07,Boiling
416.79,0,49.52,73.7,80.52,33.6,17.77,63.24,Boiling
416.87,0,48.09,71.86,81.33,33.6,17.79,65.22,Boiling
417.86,0,48.4,73.32,80.82,33.6,17.75,60.8,Boiling
416.37,0,48.57,72.12,79.41,33.6,17.76,62.84,Boiling
417.66,0,48.56,73.14,81.14,33.6,17.76,59.68,Boiling
415.94,0,49.42,73.59,81.82,33.6,17.75,65.62,Boiling
416.18,0,49.16,71.58,81.32,33.6,17.77,66.4,Boiling
416.34,0,49.04,73.59,80.42,33.6,17.72,59.97,Boiling
416.85,0,49.39,72.4,80,33.6,17.73,67.74,Boiling
417.47,0,48.47,73.85,81.78,33.6,17.73,64.38,Boiling
417.49,0,48.58,73,80.71,33.6,17.78,65.64,Boiling
415.23,0,48.29,71.94,79.05,33.6,17.72,61.57,Boiling
416.88,0,48.49,71.3,79.79,33.6,17.77,67.37,Boiling
416.57,0,49.9,73.17,81.9,33.6,17.75,66.55,Boiling
417.52,0,48.96,73.3,81.8,33.6,17.77,67.82,Boiling
417.34,0,48.6,72.04,80.12,33.6,17.77,67.52,Boiling
415.77,0,48.48,72.09,80.66,33.6,17.77,62.09,Boiling
415.35,0,48.83,72.55,80.37,33.6,17.8,64.95,Boiling
417.48,0,48.44,72.7,79.62,33.6,17.79,65.37,Boiling
415.9,0,49.34,72.48,80.54,33.6,17.73,64.87,Boiling
415.22,0,48.17,73.97,80.52,33.6,17.78,62.42,Boiling
415.25,0,48.2,73.11,81.39,33.6,17.78,67.32,Boiling
415.48,0,48.62,72.73,81.98,33.6,17.71,62.35,Boiling
415.7,0,48.51,73.66,81.91,33.6,17.79,62.1,Boiling
415.46,0,49.42,73.01,79.01,33.6,17.76,63.45,Boiling
417.95,0,48.45,72.18,79.29,33.6,17.74,63.79,Boiling
415.51,0,48.45,73.94,80.49,33.6,17.78,63.78,Boiling
417.5,0,48.83,71.85,81.78,33.6,17.7,63.2,Boiling
416.04,0,49.61,72.12,79.06,33.6,17.79,59.98,Boiling
415.93,0,48.51,72.27,80.35,33.6,17.79,64.25,Boiling
415.05,0,49.01,73.47,81.29,33.6,17.72,61.57,Boiling
417.54,0,48.4,72.77,79.38,33.6,17.77,64.23,Boiling
417.35,0,49.83,71.18,81.12,33.6,17.77,61.19,Boiling
417.19,0,49.3,71.12,81.17,33.6,17.8,62.47,Boiling
417.84,0,48.47,73.83,81.37,33.6,17.72,60.98,Boiling
417.08,0,48.67,71.88,81.92,33.6,17.77,61.29,Boiling
417.28,0,48.29,71.07,80.16,33.6,17.71,64.67,Boiling
416.1,0,49.64,73.85,81.5,33.6,17.73,60.51,Boiling
416.03,0,48.86,73.07,80.42,33.6,17.75,65.1,Boiling
417.85,0,49.17,72.73,79.35,33.6,17.72,63.95,Boiling
416.79,0,49.24,71.95,81.3,33.6,17.74,62.83,Boiling
417.79,0,48.26,71.89,79.85,33.6,17.76,64.3,Boiling
416.35,0,48.62,71.6,80.71,33.6,17.75,62.07,Boiling
416.62,0,48.4,72.11,79.59,33.6,17.74,62.43,Boiling
416.04,0,48.8,72.62,81.72,33.6,17.73,59.73,Boiling
417.8,0,48.31,73.61,79.75,33.6,17.74,62.44,Boiling
417.36,0,48.07,71.16,81.27,33.6,17.76,64.41,Boiling
416,0,48.4,72.5,80.05,33.6,17.74,64.63,Boiling
416.64,0,48.53,72.78,80.68,33.6,17.71,65.7,Boiling
417.96,0,49.64,72.8,81.84,33.6,17.78,66.6,Boiling
417.64,0,49.23,72.58,80.23,33.6,17.71,61.03,Boiling
417.59,0,49.23,72.24,79.72,33.6,17.75,61.39,Boiling
417.83,0,49.05,72.23,81.36,33.6,17.78,67.58,Boiling
417.82,0,49.59,72.93,81.15,33.6,17.7,59.5,Boiling
416.42,0,48.28,72.95,80.92,33.6,17.75,60.15,Boiling
417.58,0,48.67,73.48,79.84,33.6,17.77,65.68,Boiling
416.56,0,48.71,73.12,81.65,33.6,17.76,62.88,Boiling
417.52,0,48.27,73.67,79.86,33.6,17.72,60.97,Boiling
415.49,0,48.66,73.28,80.16,33.6,17.8,67.81,Boiling
416.07,0,48.91,72.8,79.71,33.6,17.75,64.83,Boiling
417.14,0,48.48,71.83,80.65,33.6,17.77,67.96,Boiling
417.41,0,49.72,73.93,81.45,33.6,17.79,62.49,Boiling
415.74,0,49.03,73.87,79.2,33.6,17.72,60,Boiling
417.7,0,49.07,71.68,81.02,33.6,17.72,64.11,Boiling
415.55,0,49.31,71.63,80.56,33.6,17.77,67.49,Boiling
416.86,0,49.9,72.31,79.44,33.6,17.79,67.68,Boiling
416.88,0,48.64,71.55,79.42,33.6,17.76,59.15,Boiling
416.37,0,48.85,71.97,79.19,33.6,17.75,60.93,Boiling
417.49,0,48.35,73.78,80.38,33.6,17.78,61.95,Boiling
415.92,0,48.54,72.74,80.56,33.6,17.77,65.64,Boiling
416.42,0,48.07,72.16,79.92,33.6,17.73,65.06,Boiling
417.82,0,48.68,71.5,80.8,33.6,17.75,63.83,Boiling
416.26,0,49,71.17,79.61,33.6,17.73,59.16,Boiling
417.74,0,49.37,73.02,80.18,33.6,17.78,63.72,Boiling
416.94,0,49.29,72.44,81.68,33.6,17.72,65.72,Boiling
416.35,0,49.5,72.95,80.42,33.6,17.7,64.97,Boiling
416.73,0,49.49,71.46,81.44,33.6,17.72,59.17,Boiling
416.5,0,49,72.96,80.72,33.6,17.79,67.35,Boiling
415.07,0,49.55,73.09,80.49,33.6,17.75,67.27,Boiling
415.11,0,49.39,71.2,79.34,33.6,17.78,65.41,Boiling
415.53,0,49.84,71.94,81.8,33.6,17.71,65.13,Boiling
415.62,0,48.89,72.12,79.84,33.6,17.72,66.62,Boiling
416.01,0,48.59,74,80.37,33.6,17.75,63.45,Boiling
416.98,0,49.2,72.86,80.25,33.6,17.71,66.28,Boiling
416.25,0,49.92,71.09,80.53,33.6,17.75,61.52,Boiling
417.5,0,49.77,71.76,81.39,33.6,17.71,59.79,Boiling
415.8,0,49.12,71.35,79.17,33.6,17.73,61.3,Boiling
415.82,0,48.2,71.85,79.43,33.6,17.79,62.4,Boiling
417.84,0,48.91,72.47,80.44,33.6,17.75,66.29,Boiling
416.31,0,49.62,72.6,80.06,33.6,17.75,67.84,Boiling
417.86,0,49.77,72.62,81.34,33.6,17.78,66.14,Boiling
416.32,0,49.75,73.09,81.98,33.6,17.77,60.78,Boiling
417.77,0,48.99,73.72,81.32,33.6,17.71,66.06,Boiling
417.43,0,48.73,71.07,79.02,33.6,17.71,66.52,Boiling
415.81,0,48.8,73.28,80,33.6,17.78,60.36,Boiling
415.06,0,49.41,73.93,80.1,33.6,17.77,67.79,Boiling
417.11,0,48.95,71.05,79.13,33.6,17.79,66.86,Boiling
415.06,0,49.72,73.82,79.83,33.6,17.78,61.67,Boiling
417.99,0,48.69,73.52,79.65,33.6,17.76,59.36,Boiling
417.63,0,48.82,72.79,81.55,33.6,17.72,65.05,Boiling
415.18,0,49.31,73.48,79.76,33.6,17.75,62.9,Boiling
417.5,0,49.59,73.28,81.24,33.6,17.72,61.56,Boiling
