CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB) [Mobile],Activity
729,1,88,132,148,34.4,18.2,62.7,Frying and Boiling
735,0,87,131,147,34.5,18.2,63,Frying and Boiling
742,0,87,130,146,34.5,18.2,69.3,Frying and Boiling
747,0,86,129,144,34.5,18.2,62.1,Frying and Boiling
752,0,86,129,144,34.5,18.2,63.6,Frying and Boiling
755,0,85,129,143,34.5,18.2,62.7,Frying and Boiling
758,0,85,128,142,34.6,18.2,78.3,Frying and Boiling
759,0,84,127,141,34.6,18.2,66.1,Frying and Boiling
761,0,83,126,140,34.6,18.2,63,Frying and Boiling
762,0,83,125,139,34.6,18.3,63.6,Frying and Boiling
763,0,83,125,139,34.6,18.3,62.4,Frying and Boiling
764,0,83,124,138,34.6,18.3,61.8,Frying and Boiling
765,0,81,123,137,34.7,18.3,62.4,Frying and Boiling
766,0,80,121,136,34.7,18.3,61.8,Frying and Boiling
767,0,80,120,135,34.7,18.3,63,Frying and Boiling
769,0,79,120,135,34.7,18.4,63.3,Frying and Boiling
771,0,78,119,135,34.7,18.4,63.3,Frying and Boiling
772,0,77,118,135,34.7,18.4,62.7,Frying and Boiling
773,0,77,118,135,34.8,18.4,74.1,Frying and Boiling
775,0,77,118,134,34.8,18.4,70.2,Frying and Boiling
778,0,76,116,133,34.8,18.4,69.2,Frying and Boiling
779,0,75,115,132,34.8,18.4,67.7,Frying and Boiling
782,0,75,115,130,34.8,18.4,63.8,Frying and Boiling
783,0,74,114,129,34.8,18.4,63,Frying and Boiling
785,2,73,112,128,34.8,18.4,63,Frying and Boiling
788,13,73,111,126,34.8,18.4,63.3,Frying and Boiling
790,0,72,111,125,34.9,18.4,63.3,Frying and Boiling
793,6,72,111,125,34.9,18.4,63,Frying and Boiling
796,5,72,111,124,35,18.4,77.6,Frying and Boiling
798,9,72,111,125,34.9,18.4,74.3,Frying and Boiling
798,2,72,110,125,34.9,18.4,63,Frying and Boiling
798,5,72,110,124,35,18.5,63.6,Frying and Boiling
799,7,72,109,124,35,18.5,62.7,Frying and Boiling
800,11,72,108,124,35,18.5,61.8,Frying and Boiling
800,4,73,108,124,35,18.5,62.4,Frying and Boiling
800,3,73,108,123,35,18.5,63,Frying and Boiling
799,19,73,108,122,35,18.5,62.4,Frying and Boiling
798,9,73,108,122,35,18.5,62.7,Frying and Boiling
797,1,73,108,121,35,18.5,64.6,Frying and Boiling
795,1,73,107,120,35.1,18.5,62.7,Frying and Boiling
794,7,73,107,119,35,18.5,68.8,Frying and Boiling
794,0,72,106,118,35.1,18.5,72,Frying and Boiling
793,0,72,106,118,35.1,18.5,70.2,Frying and Boiling
792,0,71,107,117,35.1,18.6,62.7,Frying and Boiling
791,0,71,106,116,35.1,18.5,63,Frying and Boiling
790,0,71,106,116,35.1,18.5,69,Frying and Boiling
789,0,71,106,117,35.1,18.6,62.7,Frying and Boiling
788,0,71,106,116,35.1,18.5,63.3,Frying and Boiling
788,0,71,106,116,35.1,18.6,62.7,Frying and Boiling
786,0,71,105,116,35.1,18.6,62.7,Frying and Boiling
786,0,71,105,115,35.2,18.6,80,Frying and Boiling
786,0,71,104,113,35.2,18.6,67.7,Frying and Boiling
786,0,72,105,112,35.2,18.6,62.4,Frying and Boiling
784,0,70,103,110,35.2,18.6,62.4,Frying and Boiling
782,0,70,102,109,35.2,18.6,63.6,Frying and Boiling
781,0,70,101,109,35.2,18.6,63,Frying and Boiling
781,0,70,101,108,35.2,18.6,64.3,Frying and Boiling
780,0,70,101,108,35.2,18.6,62.7,Frying and Boiling
780,0,70,101,108,35.2,18.6,62.4,Frying and Boiling
780,8,70,101,109,35.2,18.6,63.3,Frying and Boiling
780,5,69,101,110,35.2,18.6,62.4,Frying and Boiling
781,11,69,102,110,35.3,18.6,63.6,Frying and Boiling
782,7,69,103,111,35.2,18.6,65.2,Frying and Boiling
783,0,69,104,112,35.3,18.6,73.9,Frying and Boiling
786,0,69,104,113,35.3,18.6,73.4,Frying and Boiling
789,0,69,104,114,35.3,18.6,64.8,Frying and Boiling
791,0,69,104,114,35.3,18.6,62.7,Frying and Boiling
795,0,69,104,114,35.3,18.7,63.3,Frying and Boiling
800,0,69,104,115,35.4,18.7,62.1,Frying and Boiling
804,0,69,105,115,35.4,18.7,62.1,Frying and Boiling
809,0,69,105,115,35.4,18.7,75.3,Frying and Boiling
811,5,69,105,115,35.4,18.7,62.7,Frying and Boiling
814,5,69,105,115,35.4,18.7,82.7,Frying and Boiling
816,13,70,105,115,35.4,18.7,62.4,Frying and Boiling
817,7,70,105,115,35.4,18.7,62.7,Frying and Boiling
818,4,70,105,115,35.4,18.7,63.3,Frying and Boiling
820,3,70,105,114,35.5,18.7,65.9,Frying and Boiling
821,0,69,104,113,35.5,18.7,66.5,Frying and Boiling
822,3,69,104,113,35.5,18.7,62.4,Frying and Boiling
824,0,69,104,112,35.5,18.7,62.7,Frying and Boiling
825,0,69,104,112,35.5,18.7,62.1,Frying and Boiling
827,0,69,104,110,35.5,18.7,74,Frying and Boiling
829,0,69,104,109,35.5,18.7,62.1,Frying and Boiling
830,0,68,104,108,35.5,18.7,62.1,Frying and Boiling
830,0,69,104,108,35.5,18.7,62.1,Frying and Boiling
830,0,67,103,106,35.5,18.7,77.3,Frying and Boiling
831,0,67,102,106,35.6,18.7,66.8,Frying and Boiling
832,0,66,102,106,35.6,18.7,61.8,Frying and Boiling
832,0,65,102,106,35.6,18.7,71.5,Frying and Boiling
832,0,65,102,106,35.6,18.8,62.1,Frying and Boiling
832,0,64,102,106,35.6,18.8,61.2,Frying and Boiling
831,0,64,101,106,35.7,18.8,63,Frying and Boiling
831,0,64,101,107,35.7,18.8,71.8,Frying and Boiling
831,0,64,101,107,35.7,18.8,62.7,Frying and Boiling
831,0,63,101,106,35.7,18.8,62.4,Frying and Boiling
831,0,63,100,106,35.7,18.8,63,Frying and Boiling
831,0,63,100,106,35.7,18.8,62.7,Frying and Boiling
832,0,63,100,107,35.7,18.9,61.8,Frying and Boiling
833,0,63,100,107,35.7,18.9,73.1,Frying and Boiling
835,0,63,100,106,35.7,18.9,72.8,Frying and Boiling
838,0,63,101,107,35.7,18.9,62.7,Frying and Boiling
840,0,64,101,108,35.8,18.9,62.7,Frying and Boiling
842,0,64,101,107,35.7,18.9,63.3,Frying and Boiling
843,0,64,100,106,35.8,18.9,69.3,Frying and Boiling
843,0,65,100,107,35.8,18.9,62.7,Frying and Boiling
843,0,65,100,107,35.7,18.9,62.4,Frying and Boiling
843,0,67,100,107,35.7,18.9,62.4,Frying and Boiling
844,0,70,104,109,35.8,18.9,82.5,Frying and Boiling
844,0,75,108,117,35.7,18.9,63.3,Frying and Boiling
841,0,76,111,121,35.7,18.9,63,Frying and Boiling
838,0,77,112,122,35.8,18.9,62.4,Frying and Boiling
833,1,79,115,126,35.8,18.9,67.8,Frying and Boiling
829,0,80,117,130,35.8,18.9,67,Frying and Boiling
824,12,83,122,134,35.8,18.9,62.4,Frying and Boiling
822,10,94,143,158,35.8,18.9,67.4,Frying and Boiling
819,27,108,177,195,35.8,18.9,67.8,Frying and Boiling
816,41,121,199,215,35.8,18.9,65.2,Frying and Boiling
813,68,142,236,262,35.8,18.9,63,Frying and Boiling
810,77,159,271,307,35.8,18.9,63.3,Frying and Boiling
807,86,184,318,365,35.8,18.9,63,Frying and Boiling
805,109,189,329,376,35.8,18.9,77.3,Frying and Boiling
802,115,191,333,382,35.8,18.9,66.8,Frying and Boiling
799,105,196,343,394,35.8,18.9,75.4,Frying and Boiling
796,108,198,353,407,35.8,18.9,68.6,Frying and Boiling
792,115,201,365,422,35.8,18.9,63,Frying and Boiling
789,119,203,376,436,35.8,18.9,64.8,Frying and Boiling
787,123,205,381,440,35.8,18.9,62.4,Frying and Boiling
785,129,208,389,448,35.9,18.9,63.3,Frying and Boiling
783,126,212,396,457,35.9,18.9,62.7,Frying and Boiling
781,114,214,398,459,35.9,18.9,62.1,Frying and Boiling
778,111,217,402,463,35.8,18.9,62.7,Frying and Boiling
775,99,219,402,462,35.9,18.9,63.3,Frying and Boiling
770,100,219,399,459,35.9,18.9,61.8,Frying and Boiling
766,97,218,396,453,35.8,18.9,70.3,Frying and Boiling
761,93,216,388,442,35.8,18.9,68.9,Frying and Boiling
756,99,214,386,439,35.8,18.9,62.1,Frying and Boiling
751,91,211,379,428,35.9,18.9,63,Frying and Boiling
746,93,206,370,416,35.9,18.9,62.1,Frying and Boiling
741,93,202,359,403,35.9,18.9,62.4,Frying and Boiling
736,95,200,350,394,35.8,18.9,62.1,Frying and Boiling
731,88,199,345,388,35.9,18.9,61.8,Frying and Boiling
728,78,197,335,376,35.9,18.9,62.7,Frying and Boiling
726,74,192,324,365,35.9,18.9,76.7,Frying and Boiling
725,68,187,313,351,35.9,18.9,64.6,Frying and Boiling
724,63,182,303,340,35.9,18.9,64.6,Frying and Boiling
724,55,176,293,328,35.9,18.9,63,Frying and Boiling
725,64,173,287,322,36,18.9,63,Frying and Boiling
725,53,169,278,310,35.9,18.9,61.5,Frying and Boiling
725,47,166,274,304,35.9,18.9,62.7,Frying and Boiling
727,57,162,266,295,35.9,18.9,62.7,Frying and Boiling
730,55,154,252,280,36,18.9,62.4,Frying and Boiling
732,50,152,248,277,35.9,18.9,63.3,Frying and Boiling
734,70,147,240,269,35.9,18.9,73.9,Frying and Boiling
735,78,143,233,260,35.9,18.9,62.7,Frying and Boiling
737,93,142,229,257,36,18.9,62.4,Frying and Boiling
739,86,138,223,250,36,18.9,73.9,Frying and Boiling
740,93,134,217,243,36,18.9,70.8,Frying and Boiling
741,102,130,211,236,36,18.9,62.1,Frying and Boiling
742,141,127,205,229,36,18.9,62.4,Frying and Boiling
742,169,125,202,226,35.9,18.9,62.7,Frying and Boiling
743,181,122,201,220,36,18.9,61.5,Frying and Boiling
744,193,117,196,213,36,18.9,61.8,Frying and Boiling
744,236,115,192,207,36,19,62.1,Frying and Boiling
744,282,112,187,202,36,18.9,69,Frying and Boiling
743,314,109,183,200,36,19,79.2,Frying and Boiling
743,342,108,181,199,36,19,62.7,Frying and Boiling
743,399,106,176,196,36,19,64.8,Frying and Boiling
742,443,107,174,195,36,19,65.7,Frying and Boiling
741,433,107,173,194,36,19,64.3,Frying and Boiling
740,486,106,172,191,36,19,61.5,Frying and Boiling
739,567,113,180,196,36,19,64.8,Frying and Boiling
737,921,129,199,209,36,19,75.3,Frying and Boiling
736,1122,146,224,245,36,19,62.4,Frying and Boiling
735,1211,158,248,279,36,19,62.1,Frying and Boiling
735,1221,177,296,350,36,19,63.6,Frying and Boiling
734,1244,189,330,402,36.1,19,63.3,Frying and Boiling
733,1202,194,337,413,36.1,19,63,Frying and Boiling
733,1157,195,341,420,36.1,19,69.2,Frying and Boiling
733,1107,196,346,426,36.1,19,68.9,Frying and Boiling
733,1084,197,348,429,36.1,19.1,62.1,Frying and Boiling
732,1041,196,348,427,36.1,19.1,62.4,Frying and Boiling
732,998,196,347,423,36.1,19.1,62.1,Frying and Boiling
733,905,196,344,416,36.1,19.1,69.5,Frying and Boiling
733,864,194,339,407,36.1,19.1,65.2,Frying and Boiling
733,777,192,336,403,36.2,19.1,62.7,Frying and Boiling
733,660,189,332,396,36.2,19.1,62.7,Frying and Boiling
732,592,187,326,389,36.2,19.1,77.5,Frying and Boiling
732,523,184,321,382,36.2,19.1,66.3,Frying and Boiling
731,481,180,314,373,36.1,19.1,62.1,Frying and Boiling
731,398,175,305,364,36.1,19,62.7,Frying and Boiling
731,338,159,277,324,36.1,19,64.6,Frying and Boiling
730,321,149,256,296,36.1,19,61.2,Frying and Boiling
729,292,144,248,285,36.1,19,63,Frying and Boiling
725,263,141,240,278,36.1,19,64.6,Frying and Boiling
710,227,137,234,270,36,19,63.3,Frying and Boiling
697,193,135,231,267,36,19,62.7,Frying and Boiling
682,169,133,227,262,36,18.9,62.4,Frying and Boiling
670,164,130,222,257,35.9,18.9,63,Frying and Boiling
659,136,128,217,252,35.9,18.9,62.1,Frying and Boiling
654,143,124,212,247,35.9,18.9,67.5,Frying and Boiling
650,138,124,211,245,35.9,18.9,66.8,Frying and Boiling
646,143,122,208,241,35.9,18.9,72.1,Frying and Boiling
642,135,122,209,241,35.9,18.9,63.8,Frying and Boiling
640,147,122,209,240,35.9,18.9,62.4,Frying and Boiling
640,144,122,209,240,36,18.9,62.1,Frying and Boiling
640,139,123,208,240,36,18.9,61.8,Frying and Boiling
640,113,122,206,238,36,18.9,68.8,Frying and Boiling
639,106,122,204,235,35.9,18.9,61.2,Frying and Boiling
639,99,121,203,232,36,18.9,75.2,Frying and Boiling
639,88,120,202,228,35.9,18.9,76.5,Frying and Boiling
638,84,117,198,221,35.9,18.9,61.8,Frying and Boiling
639,82,115,195,216,35.9,18.9,62.1,Frying and Boiling
639,74,114,194,213,35.9,18.9,65.9,Frying and Boiling
639,80,114,191,211,35.9,18.9,61.5,Frying and Boiling
639,85,112,189,208,35.9,18.9,61.8,Frying and Boiling
640,83,111,189,206,35.9,18.9,62.1,Frying and Boiling
640,68,111,189,205,35.9,18.9,62.4,Frying and Boiling
640,65,112,189,204,35.9,18.9,83.7,Frying and Boiling
640,65,113,188,204,35.8,18.9,62.7,Frying and Boiling
638,64,113,188,204,35.9,18.9,62.1,Frying and Boiling
637,76,113,187,203,35.9,18.9,74.3,Frying and Boiling
635,79,113,186,202,35.9,18.9,67.5,Frying and Boiling
634,88,114,187,204,35.9,18.9,65.9,Frying and Boiling
634,90,114,187,203,35.9,18.9,62.4,Frying and Boiling
634,95,116,190,205,35.9,18.9,63,Frying and Boiling
634,80,127,208,238,35.9,18.9,61.5,Frying and Boiling
635,86,150,263,316,35.9,18.9,62.4,Frying and Boiling
637,87,158,280,341,36,19,63,Frying and Boiling
639,77,161,294,362,36,19,62.7,Frying and Boiling
641,69,167,306,382,36,19,62.1,Frying and Boiling
644,84,169,312,390,36,19,75.1,Frying and Boiling
646,94,174,324,406,36.1,19,74.4,Frying and Boiling
649,89,175,331,417,36.1,19,62.7,Frying and Boiling
651,96,176,331,420,36.1,19,63.3,Frying and Boiling
654,95,179,340,426,36.1,19.1,62.4,Frying and Boiling
655,106,180,342,427,36.1,19.1,61.8,Frying and Boiling
657,105,180,342,426,36.2,19.1,61.8,Frying and Boiling
660,100,181,344,427,36.2,19.1,62.4,Frying and Boiling
664,99,181,344,426,36.2,19.1,62.7,Frying and Boiling
668,103,180,344,424,36.2,19.1,83.6,Frying and Boiling
675,113,181,345,425,36.2,19.1,63.3,Frying and Boiling
681,115,181,344,421,36.2,19.1,65.2,Frying and Boiling
688,122,181,341,417,36.2,19.1,66.6,Frying and Boiling
693,123,181,339,413,36.3,19.1,66.8,Frying and Boiling
697,121,182,338,411,36.3,19.1,65.5,Frying and Boiling
699,130,181,334,406,36.3,19.1,62.7,Frying and Boiling
700,134,184,333,404,36.3,19.1,62.7,Frying and Boiling
701,132,184,332,402,36.3,19.1,62.1,Frying and Boiling
703,119,185,331,400,36.3,19.1,62.1,Frying and Boiling
703,114,185,331,399,36.3,19.1,61.8,Frying and Boiling
703,117,187,330,398,36.3,19.1,73.1,Frying and Boiling
703,123,188,329,397,36.3,19.1,62.1,Frying and Boiling
702,140,190,330,398,36.3,19.1,75.1,Frying and Boiling
702,172,195,333,402,36.3,19.2,76.3,Frying and Boiling
702,197,204,369,440,36.4,19.2,62.7,Frying and Boiling
700,200,218,397,465,36.4,19.2,62.7,Frying and Boiling
697,189,221,403,469,36.4,19.2,61.8,Frying and Boiling
693,180,224,407,471,36.4,19.2,66.1,Frying and Boiling
689,188,226,409,471,36.4,19.1,66.1,Frying and Boiling
684,191,226,408,468,36.3,19.2,61.8,Frying and Boiling
681,189,225,405,464,36.4,19.2,63,Frying and Boiling
675,204,224,402,459,36.4,19.2,77.3,Frying and Boiling
671,196,222,396,453,36.4,19.2,62.7,Frying and Boiling
665,191,219,390,444,36.4,19.2,62.1,Frying and Boiling
659,221,217,383,436,36.4,19.2,63.3,Frying and Boiling
651,214,212,373,425,36.4,19.2,68.8,Frying and Boiling
644,185,210,370,420,36.4,19.2,67.2,Frying and Boiling
637,153,206,359,409,36.4,19.1,62.4,Frying and Boiling
630,150,203,354,402,36.3,19.1,62.7,Frying and Boiling
622,141,200,341,388,36.3,19.1,75.6,Frying and Boiling
613,145,197,331,375,36.3,19.1,63.3,Frying and Boiling
604,143,192,319,363,36.3,19.2,62.7,Frying and Boiling
597,126,185,307,350,36.4,19.1,63.6,Frying and Boiling
589,104,180,297,339,36.3,19.1,67.8,Frying and Boiling
583,90,177,293,333,36.3,19.1,76.6,Frying and Boiling
576,83,173,283,323,36.3,19.1,73.6,Frying and Boiling
570,69,167,275,310,36.3,19.1,63.3,Frying and Boiling
564,69,162,264,297,36.3,19.1,63,Frying and Boiling
559,69,158,255,286,36.3,19.1,62.4,Frying and Boiling
554,49,156,250,279,36.3,19.1,61.8,Frying and Boiling
551,29,150,241,269,36.3,19.1,70.7,Frying and Boiling
546,10,139,222,249,36.3,19.1,70.7,Frying and Boiling
541,4,129,203,231,36.2,19.1,62.4,Frying and Boiling
535,0,116,189,209,36.2,19.1,62.7,Frying and Boiling
530,0,114,185,204,36.2,19.1,62.1,Frying and Boiling
524,0,111,181,201,36.2,19.1,63,Frying and Boiling
520,0,109,176,198,36.2,19.1,63.3,Frying and Boiling
517,0,108,171,195,36.2,19.1,71.4,Frying and Boiling
513,0,106,166,190,36.2,19.1,70.6,Frying and Boiling
509,0,104,163,185,36.2,19.1,63,Frying and Boiling
504,0,103,162,183,36.2,19.1,63,Frying and Boiling
499,0,102,159,179,36.1,19.1,67.5,Frying and Boiling
492,0,99,155,173,36.1,19.1,62.1,Frying and Boiling
487,0,97,152,170,36.1,19.1,64.1,Frying and Boiling
482,0,96,149,166,36.1,19,61.8,Frying and Boiling
479,0,94,145,163,36.1,19,63,Frying and Boiling
476,0,93,143,160,36.1,19,81.4,Frying and Boiling
475,0,93,140,158,36,19,62.1,Frying and Boiling
473,0,92,139,156,36,19,62.7,Frying and Boiling
471,0,88,134,151,36,18.9,63,Frying and Boiling
468,0,86,130,146,36,19,66.5,Frying and Boiling
467,0,86,130,146,36,19,65,Frying and Boiling
464,0,84,127,143,36,19,65.7,Frying and Boiling
462,0,83,125,140,36,19,62.7,Frying and Boiling
460,0,83,124,139,36,19,63.3,Frying and Boiling
459,0,82,123,136,36,19,62.4,Frying and Boiling
457,0,81,121,134,36,19,61.5,Frying and Boiling
456,0,80,119,132,36,19,62.7,Frying and Boiling
456,0,80,118,130,36,19,63.3,Frying and Boiling
455,0,80,117,130,36,19,75.9,Frying and Boiling
454,0,79,116,129,36,19,78.2,Frying and Boiling
453,0,78,115,129,36,19,63,Frying and Boiling
452,0,77,115,129,36,19,63.3,Frying and Boiling
452,0,77,115,129,36,19,63,Frying and Boiling
452,0,77,115,127,36,18.9,61.5,Frying and Boiling
453,0,76,114,126,36,18.9,63,Frying and Boiling
453,0,75,113,124,36,18.9,73.6,Frying and Boiling
453,0,74,111,122,36,19,62.4,Frying and Boiling
453,0,73,109,119,36,19,62.4,Frying and Boiling
453,0,73,107,117,36,19,63.3,Frying and Boiling
453,0,71,107,115,36,19,63,Frying and Boiling
453,0,71,105,114,36,19,74,Frying and Boiling
453,0,72,106,113,36.1,19,72.5,Frying and Boiling
453,0,71,105,112,36.1,19,72.6,Frying and Boiling
454,0,71,104,110,36.1,19,62.4,Frying and Boiling
454,0,71,103,109,36.1,19,63,Frying and Boiling
455,0,70,101,107,36.1,19,63,Frying and Boiling
456,0,70,101,106,36.1,19,62.7,Frying and Boiling
457,0,70,101,106,36.1,19,63,Frying and Boiling
457,0,70,99,107,36.1,19.1,62.1,Frying and Boiling
458,0,69,98,107,36.1,19,62.7,Frying and Boiling
459,0,69,98,107,36.1,19,83.7,Frying and Boiling
460,0,69,97,107,36.1,19.1,72.1,Frying and Boiling
461,0,69,97,106,36.1,19.1,62.4,Frying and Boiling
462,0,68,97,106,36.2,19,62.7,Frying and Boiling
464,0,68,96,106,36.1,19.1,70.5,Frying and Boiling
464,0,68,96,106,36.1,19,68.6,Frying and Boiling
465,0,68,96,106,36.1,19,62.7,Frying and Boiling
464,0,66,94,104,36.1,19,62.4,Frying and Boiling
464,0,66,94,104,36.1,19,61.8,Frying and Boiling
464,0,65,93,104,36.1,19,63,Frying and Boiling
463,0,65,92,103,36,19,62.7,Frying and Boiling
463,0,66,93,104,36,19,62.7,Frying and Boiling
461,0,65,92,103,36.1,19,70.2,Frying and Boiling
459,0,66,93,104,36,19,79.1,Frying and Boiling
458,0,65,92,103,36,19,62.7,Frying and Boiling
458,0,66,93,103,36,19,63,Frying and Boiling
458,0,65,91,102,36,19,63.3,Frying and Boiling
458,0,66,93,103,36,19,64.6,Frying and Boiling
458,0,64,92,102,36,19,63.6,Frying and Boiling
458,0,65,93,104,36,19,63,Frying and Boiling
458,0,65,93,104,36.1,19,62.7,Frying and Boiling
459,0,65,93,103,36.1,19,62.4,Frying and Boiling
462,0,65,93,104,36.1,19,63.3,Frying and Boiling
466,0,65,93,103,36.1,19.1,69.6,Frying and Boiling
471,0,65,93,103,36.1,19.1,66.5,Frying and Boiling
477,0,67,94,103,36.1,19.1,62.1,Frying and Boiling
482,0,65,93,101,36.2,19.1,74.3,Frying and Boiling
490,0,65,93,101,36.2,19.1,76.8,Frying and Boiling
496,0,65,92,101,36.2,19.1,62.1,Frying and Boiling
502,0,65,92,100,36.2,19.1,63.3,Frying and Boiling
505,0,65,92,100,36.2,19.1,62.4,Frying and Boiling
509,0,65,93,101,36.2,19.1,61.5,Frying and Boiling
512,0,64,92,100,36.2,19.1,62.7,Frying and Boiling
516,0,64,92,100,36.2,19.1,63,Frying and Boiling
519,0,64,93,100,36.2,19.1,68.3,Frying and Boiling
523,0,65,94,102,36.2,19.1,62.7,Frying and Boiling
527,0,64,93,101,36.2,19.1,63,Frying and Boiling
530,0,64,93,102,36.3,19.1,63,Frying and Boiling
533,0,64,94,103,36.3,19.1,63.3,Frying and Boiling
536,0,64,94,102,36.3,19.1,72.5,Frying and Boiling
539,0,64,93,102,36.3,19.1,72.4,Frying and Boiling
543,0,64,93,101,36.3,19.1,62.4,Frying and Boiling
546,0,63,93,101,36.3,19.2,62.4,Frying and Boiling
550,0,63,93,101,36.4,19.2,63.3,Frying and Boiling
553,0,63,93,101,36.4,19.2,62.7,Frying and Boiling
557,0,62,92,101,36.4,19.2,67.5,Frying and Boiling
559,0,62,92,100,36.4,19.2,63,Frying and Boiling
562,0,62,92,100,36.4,19.2,63.3,Frying and Boiling
564,0,62,92,99,36.4,19.2,83.3,Frying and Boiling
566,0,61,92,99,36.5,19.2,62.4,Frying and Boiling
568,0,61,92,98,36.5,19.2,62.4,Frying and Boiling
570,0,61,92,97,36.5,19.2,63.3,Frying and Boiling
572,0,60,91,97,36.5,19.2,70,Frying and Boiling
574,0,60,91,97,36.5,19.2,69.2,Frying and Boiling
577,0,60,91,97,36.5,19.2,63.3,Frying and Boiling
579,0,60,90,97,36.5,19.2,63.3,Frying and Boiling
581,0,60,90,96,36.5,19.2,67.5,Frying and Boiling
583,0,60,90,96,36.5,19.2,62.7,Frying and Boiling
585,0,60,90,96,36.5,19.2,62.4,Frying and Boiling
587,0,61,91,97,36.5,19.2,62.1,Frying and Boiling
588,0,61,91,97,36.6,19.2,62.4,Frying and Boiling
590,0,63,92,98,36.6,19.2,82.3,Frying and Boiling
592,0,62,91,97,36.6,19.3,63,Frying and Boiling
594,0,62,90,97,36.7,19.3,62.7,Frying and Boiling
596,0,63,91,97,36.7,19.3,62.7,Frying and Boiling
599,0,63,91,97,36.6,19.3,68.8,Frying and Boiling
601,0,63,91,98,36.7,19.3,73.9,Frying and Boiling
602,0,63,92,100,36.6,19.3,67.8,Frying and Boiling
605,0,63,92,100,36.7,19.3,62.4,Frying and Boiling
606,0,63,92,100,36.7,19.3,62.1,Frying and Boiling
609,0,64,93,100,36.7,19.3,62.7,Frying and Boiling
611,0,64,92,99,36.6,19.3,62.7,Frying and Boiling
612,0,64,92,98,36.7,19.3,63.3,Frying and Boiling
613,0,64,92,98,36.7,19.3,62.7,Frying and Boiling
613,0,64,92,97,36.6,19.2,81,Frying and Boiling
613,0,64,91,97,36.6,19.3,62.7,Frying and Boiling
613,0,63,91,97,36.7,19.3,62.4,Frying and Boiling
613,0,63,90,96,36.6,19.3,64.8,Frying and Boiling
613,0,63,89,95,36.6,19.3,67.5,Frying and Boiling
613,0,62,88,94,36.6,19.2,66.5,Frying and Boiling
613,0,61,88,93,36.6,19.2,62.1,Frying and Boiling
613,0,61,87,93,36.6,19.2,62.4,Frying and Boiling
613,0,60,87,92,36.6,19.2,62.4,Frying and Boiling
612,0,60,86,91,36.6,19.2,62.7,Frying and Boiling
611,2,60,86,91,36.6,19.2,63,Frying and Boiling
610,18,60,86,92,36.6,19.2,71.9,Frying and Boiling
610,30,60,86,92,36.6,19.2,63,Frying and Boiling
610,49,60,86,92,36.6,19.2,79.6,Frying and Boiling
610,84,59,86,92,36.6,19.2,63.3,Frying and Boiling
609,127,59,86,92,36.6,19.2,67,Frying and Boiling
608,177,59,86,92,36.6,19.2,61.8,Frying and Boiling
608,210,58,85,92,36.6,19.2,65.5,Frying and Boiling
608,230,58,85,92,36.6,19.2,63.6,Frying and Boiling
608,272,58,85,91,36.6,19.2,62.1,Frying and Boiling
608,319,58,85,91,36.6,19.2,62.1,Frying and Boiling
608,288,58,85,92,36.6,19.3,62.4,Frying and Boiling
608,373,58,86,92,36.6,19.2,62.1,Frying and Boiling
608,491,59,87,92,36.6,19.3,65,Frying and Boiling
609,692,63,91,97,36.6,19.3,61.8,Frying and Boiling
610,839,73,104,109,36.7,19.3,63,Frying and Boiling
610,894,78,108,115,36.6,19.2,75.1,Frying and Boiling
610,967,86,122,128,36.6,19.3,76.2,Frying and Boiling
610,1135,97,138,145,36.7,19.3,62.7,Frying and Boiling
611,1188,100,144,152,36.7,19.3,63,Frying and Boiling
612,1174,106,154,161,36.6,19.3,62.1,Frying and Boiling
614,1210,110,162,170,36.7,19.3,65.5,Frying and Boiling
615,1861,122,178,188,36.7,19.3,63,Frying and Boiling
615,5801,157,240,268,36.7,19.3,63.3,Frying and Boiling
614,5897,198,365,440,36.7,19.3,71.8,Frying and Boiling
615,5661,214,431,441,36.7,19.3,62.4,Frying and Boiling
616,5721,222,453,458,36.7,19.3,63,Frying and Boiling
617,5355,226,463,460,36.7,19.3,62.7,Frying and Boiling
618,4753,230,469,460,36.7,19.4,62.4,Frying and Boiling
618,4011,233,470,465,36.7,19.3,68.2,Frying and Boiling
618,3344,233,470,402,36.7,19.4,66.6,Frying and Boiling
619,3083,234,466,432,36.7,19.4,62.1,Frying and Boiling
619,3103,233,459,432,36.7,19.4,63.3,Frying and Boiling
620,2976,232,453,445,36.7,19.4,63,Frying and Boiling
620,2801,229,444,412,36.8,19.4,62.4,Frying and Boiling
620,2648,226,436,430,36.8,19.4,65,Frying and Boiling
621,2634,223,425,470,36.8,19.4,64.8,Frying and Boiling
621,2385,220,417,471,36.8,19.4,65.2,Frying and Boiling
622,2196,219,412,480,36.8,19.4,75.9,Frying and Boiling
622,2020,216,401,487,36.8,19.4,77.3,Frying and Boiling
622,1850,212,389,472,36.8,19.4,62.4,Frying and Boiling
621,1833,208,379,458,36.8,19.4,63,Frying and Boiling
621,1796,204,371,445,36.8,19.4,63,Frying and Boiling
621,1672,202,360,431,36.8,19.4,69.7,Frying and Boiling
622,1573,201,355,425,36.8,19.4,61.2,Frying and Boiling
622,1367,199,347,412,36.8,19.4,61.2,Frying and Boiling
621,1247,197,339,401,36.8,19.4,62.7,Frying and Boiling
